geneSymbol	HGNCID
HUB1	HGNC:13076
PERK	HGNC:3255
NCRNA00077	HGNC:34340
NCRNA00342	HGNC:42470
hCGBP	HGNC:24343
NF-YA	HGNC:7804
FACL6	HGNC:16496
CT47.4	HGNC:33285
ADP-GK	HGNC:25250
FLJ20500	HGNC:24944
MGC8974	HGNC:28792
hsa-mir-7113	HGNC:49947
MuD	HGNC:20192
HNRPCL2	HGNC:15921
ERS-24	HGNC:10700
CLC-6	HGNC:2024
DES2	HGNC:20113
TMSL4	HGNC:11886
HC2	HGNC:4838
OR7A7	HGNC:8370
trnD	HGNC:7478
hPARP-3	HGNC:273
DKFZp547E052	HGNC:23081
TRAG3	HGNC:16847
HRASLS2	HGNC:17824
TAFII100	HGNC:11539
IGLON3	HGNC:6705
TALLA-1	HGNC:11854
FRITZ	HGNC:3959
CAT-3	HGNC:11061
LOC284100	HGNC:49437
DCAL-2	HGNC:31713
CD163B	HGNC:30375
Rrp6p	HGNC:9138
IDI2-AS	HGNC:30885
HBI-6	HGNC:32616
HML6-c19B	HGNC:39112
FLJ22795	HGNC:26229
KIAA0664P3	HGNC:28447
tRNA-Sup-CTA-3-1	HGNC:35043
DKFZp547H154	HGNC:37057
RP11-610P16.1	HGNC:53123
FLJ14966	HGNC:24693
TRNAK40P	HGNC:35089
hsa-mir-4505	HGNC:41743
CysLT(1)	HGNC:17451
AC115837.2	HGNC:56645
CDHR11	HGNC:23109
Hsp25	HGNC:5246
KKLF	HGNC:14536
FAD	HGNC:9508
ITF2	HGNC:11634
DKFZp434M202	HGNC:25316
MGC20471	HGNC:20073
KREMEN	HGNC:17550
HSPC122	HGNC:6346
lnc-MKI67IP-3	HGNC:52632
MIRN600	HGNC:32856
PAB2	HGNC:8565
KIAA0263	HGNC:18360
CG-8	HGNC:1364
CPN5	HGNC:2318
OR17-23	HGNC:8184
hiap-2	HGNC:590
E25	HGNC:6175
IFF	HGNC:5434
DKFZp434M0331	HGNC:25315
THRAP4	HGNC:22963
mdig	HGNC:19441
bA348N5.5	HGNC:23737
DKFZp761K1021	HGNC:15607
DKFZp547B1713	HGNC:25332
SLC22A20	HGNC:29867
hsa-mir-1281	HGNC:35359
GPR80	HGNC:4531
KIAA0523	HGNC:29060
MGC10753	HGNC:17327
TMEM9A	HGNC:18823
LINC01959	HGNC:27965
psiTPTE22	HGNC:43648
WHISTLE	HGNC:12767
CEM1	HGNC:26063
ZNF163B	HGNC:4238
LINC00617	HGNC:44088
CX36	HGNC:19154
CT12.1b	HGNC:25400
MIRN1302-8	HGNC:35300
retDSR4	HGNC:21524
tRNA-Gln-TTG-6-1	HGNC:34585
FAM243A	HGNC:39602
STL1	HGNC:2200
MXD2	HGNC:7534
CTNNB	HGNC:2514
bA395P17.9	HGNC:31412
LCB2B	HGNC:16253
C9orf34	HGNC:23387
ESRL1	HGNC:3471
p75/AIRM1	HGNC:10876
TCEB1P15	HGNC:38151
dJ1018A4.2	HGNC:21555
MSCP	HGNC:29786
OR4C47P	HGNC:14700
GalNAc-T16	HGNC:23233
FAM207A	HGNC:15811
E2IG2	HGNC:24604
BAFF	HGNC:11929
TRNAD9	HGNC:34763
AFAP-110	HGNC:24017
LMP7	HGNC:9545
MGC33839	HGNC:28511
PF20	HGNC:23225
BATF1	HGNC:958
PDP3	HGNC:30264
MGC132578	HGNC:1939
tRNA-Glu-TTC-4-1	HGNC:38581
CT96	HGNC:12401
FLJ31633	HGNC:6058
MGC21644	HGNC:28306
bA425M5.2	HGNC:16545
NEDD4-2	HGNC:7728
dJ971B4.1	HGNC:15869
C3G	HGNC:4568
dJ581P3.1	HGNC:16576
ACAD4	HGNC:88
hsa-mir-4692	HGNC:41856
NEB177D	HGNC:7720
PRKGR2	HGNC:9416
HCGIX4	HGNC:21243
PAPD5	HGNC:30758
FUS2	HGNC:30252
E2-2	HGNC:11634
DZANK1-AS1	HGNC:43424
U62A	HGNC:10219
FLJ26450	HGNC:28095
RNF171	HGNC:26077
CDC50B	HGNC:27254
MGC126442	HGNC:15964
CFAP22	HGNC:19009
KIAA0410	HGNC:20261
FLJ45436	HGNC:32293
FLJ12389	HGNC:21298
LNCDC	HGNC:50357
KIAA0702	HGNC:10975
IP90	HGNC:1473
C5orf5	HGNC:1335
MIRN934	HGNC:33677
TRNAE16	HGNC:34773
IGHVIII-51-1	HGNC:5704
71-7A	HGNC:2567
OA48-18	HGNC:24309
HCP38	HGNC:24411
CDw128a	HGNC:6026
PNG-1	HGNC:17646
HPE2	HGNC:10889
MKK3	HGNC:6843
MGC10327	HGNC:18065
MIR378	HGNC:31871
CDH7L3	HGNC:1760
DKFZp762I137	HGNC:21806
FLJ22422	HGNC:18576
GEF-H1	HGNC:682
FLJ20640	HGNC:26073
RN5S304	HGNC:43204
API2	HGNC:591
NCRNA00238	HGNC:20100
IL-10R2	HGNC:5965
hnRNP-E1	HGNC:8647
HACS1	HGNC:10528
LAMR1	HGNC:6502
ADMLY	HGNC:6214
CHET8	HGNC:21532
FAM3C2	HGNC:34501
KIAA0038	HGNC:12741
MYP	HGNC:7869
FLJ33590	HGNC:26585
CD33L	HGNC:10875
BRICD2C	HGNC:6175
TBX14	HGNC:11594
DKFZp547I1315	HGNC:1917
FLJ35752	HGNC:42944
HCF-2	HGNC:24972
RhoN	HGNC:18315
hsa-mir-378c	HGNC:38374
KIAA0644	HGNC:22200
EUROIMAGE783647	HGNC:16933
TRNAN23	HGNC:34829
HPAO	HGNC:550
retSDR3	HGNC:23238
FAM63B	HGNC:26954
TABP	HGNC:3755
FA1	HGNC:2907
FLJ38511	HGNC:11148
ENO1P	HGNC:3352
DEP.8	HGNC:22949
C14orf106	HGNC:20190
KIAA1307	HGNC:30313
ERBAL2	HGNC:7977
HTPCRH07	HGNC:8266
Tieg3	HGNC:11811
RNF61	HGNC:7112
RP11-766N7.4	HGNC:53100
NOP5	HGNC:29926
FLJ37131	HGNC:26731
DLC2	HGNC:19164
C1orf121	HGNC:24264
JCAM	HGNC:14685
TRE-TTC1-1	HGNC:34901
hsa-mir-6721	HGNC:50049
MRPS28	HGNC:16635
RNU6-30	HGNC:34274
TRNAE15	HGNC:34691
C1orf40	HGNC:27139
RT6	HGNC:724
SDHAL	HGNC:18781
tRNA-Gly-CCC-6-1	HGNC:35073
EST00098	HGNC:17823
NFAR90	HGNC:6038
LAAT1	HGNC:26001
bA182N22.6	HGNC:25666
KIAA0361	HGNC:8863
IHRP	HGNC:6169
CSMT	HGNC:2440
C7orf4	HGNC:13245
SEPT14P24	HGNC:51710
BTN3.2	HGNC:1139
BCMSUN	HGNC:13748
DKFZP434F122	HGNC:24494
DUSP25	HGNC:21480
FDZF2	HGNC:13024
KIAA0301	HGNC:18302
LITAFL	HGNC:13234
KIAA0221	HGNC:9962
FLJ35936	HGNC:26677
PRSS17	HGNC:6365
GCD	HGNC:4189
OK/SW-cl.4	HGNC:16734
D123	HGNC:16827
ESA	HGNC:9204
TAIFb	HGNC:16830
KIAA1523	HGNC:20816
KIAA0367	HGNC:25209
FLJ46615	HGNC:12958
CCK1	HGNC:17700
SH3D2C	HGNC:10832
MTABC2	HGNC:41
OR4K15Q	HGNC:15353
KIAA1018	HGNC:29170
CCL3L2	HGNC:10629
SPACR	HGNC:6055
HIST1H2BD	HGNC:4747
CNG1	HGNC:2148
MRX34	HGNC:5996
LINC00008	HGNC:4713
NHE-3	HGNC:11073
ZNF397OS	HGNC:33517
C20orf14	HGNC:15860
WBSCR19	HGNC:16408
C14orf38	HGNC:19847
CBX	HGNC:1551
A6L	HGNC:7415
FLJ10572	HGNC:19008
MUC9	HGNC:8524
MIR4520B	HGNC:41839
hsa-mir-6727	HGNC:50171
Diva	HGNC:993
FH1	HGNC:3755
OIP1	HGNC:12311
SPG1	HGNC:6470
TCONS_00026302	HGNC:51310
VEGFR-3	HGNC:3767
FLJ34464	HGNC:18503
DMRTC1-AS1	HGNC:44268
PDCD1LG1	HGNC:17635
EZNF	HGNC:11628
HDHD1P3	HGNC:38118
SH3PXD3C	HGNC:28468
FHL1B	HGNC:3702
OCAIA	HGNC:12442
EyeLinc4	HGNC:44123
OTTHUMG00000013332	HGNC:18522
SALM2	HGNC:29290
ACA18	HGNC:32608
FLICE	HGNC:1509
ETF3A	HGNC:4621
HRB2	HGNC:5176
TMCC1P	HGNC:31901
DKFZp313B2333	HGNC:27365
YAF1	HGNC:4853
tRNA-Pro-AGG-2-1	HGNC:34578
FLJ10700	HGNC:25563
MT1R	HGNC:7404
dJ805C22.1	HGNC:16173
SPTRX1	HGNC:16470
HEDLS	HGNC:17157
eIF3-p36	HGNC:3272
LAAT-1	HGNC:26001
CCRK	HGNC:21420
OATP4C1	HGNC:23612
FECD6	HGNC:11642
ALMS1P	HGNC:29586
hsa-mir-4645	HGNC:41689
FLJ31101	HGNC:19305
HASH1	HGNC:738
ARHF	HGNC:15703
RP11-276H19.1	HGNC:52261
MGC2835	HGNC:20084
PTPG1	HGNC:9645
DKFZp779M2348	HGNC:11950
SPG53	HGNC:24928
Atm1p	HGNC:48
CDw199	HGNC:1610
Six9	HGNC:10892
pshsp47	HGNC:19917
FAP78	HGNC:17440
MGC14376	HGNC:28219
C7orf51	HGNC:22009
RHBDL	HGNC:10007
AcPL	HGNC:5989
OPN2	HGNC:10012
GN-2	HGNC:4700
RN5S60	HGNC:42837
BOP	HGNC:20986
82-FIP	HGNC:17634
PKCSL	HGNC:6759
CGI-09	HGNC:20900
NY-CO-9	HGNC:14068
OR6A2P	HGNC:15301
dJ68L15.3	HGNC:21606
dJ553F4.4	HGNC:16171
BPY2A	HGNC:13508
p250R	HGNC:18040
PHBP19	HGNC:51552
KIF4P1	HGNC:13340
RASIP2	HGNC:22226
PRKRIRP6	HGNC:39570
CSP-C	HGNC:4710
FKHL3	HGNC:3811
U45C	HGNC:32720
FLJ14005	HGNC:14942
Mar6	HGNC:13343
FAP79	HGNC:29024
SCYA28	HGNC:17700
NPL1	HGNC:16781
A12.2	HGNC:13182
HG83	HGNC:8371
mSHMT	HGNC:10852
dJ393D12.2	HGNC:17371
MIRN324	HGNC:31767
NELF-D	HGNC:15934
PASD3	HGNC:701
IPIA-ALPHA	HGNC:20567
COQ1	HGNC:17759
RABR	HGNC:5177
FLJ20495	HGNC:14367
C1orf65	HGNC:26654
C-ANCA	HGNC:9495
SCKL	HGNC:882
FRCP1	HGNC:20239
H2AFALii	HGNC:13671
CSN1S2A	HGNC:20230
FECD	HGNC:2216
ZZANK2	HGNC:21086
MGC50789	HGNC:24613
FLJ11304	HGNC:369
hsa-mir-2861	HGNC:38221
OLIGO2	HGNC:9398
FHM2	HGNC:800
NLRP2P	HGNC:29887
CBD	HGNC:4206
SSX10	HGNC:30641
SPACA2	HGNC:127
GLUD1P8	HGNC:23610
SLICK	HGNC:18866
uc001kfo.1	HGNC:45169
hsa-mir-7977	HGNC:49969
CTSLL5	HGNC:2540
C20orf156	HGNC:17329
PDES1B	HGNC:8775
SMMS-1	HGNC:7569
LEIF2C1	HGNC:5422
KIR2DS6	HGNC:16343
merlin-1	HGNC:7773
TRV8	HGNC:33247
OAT4L	HGNC:17989
MKL2	HGNC:29819
MRP-S25	HGNC:14511
HPX6	HGNC:16960
IL8RBP	HGNC:6028
MLL1A	HGNC:7132
BLTP4A	HGNC:29028
HSD47	HGNC:48613
TRNAD15	HGNC:34911
TM4SF19-TCTEX1D2	HGNC:49190
MT-A70	HGNC:17563
bA28H17.2	HGNC:21349
beta3Gal-T3	HGNC:918
C16orf72	HGNC:30103
SBBI54	HGNC:28853
CGI-92	HGNC:19693
CRYG8	HGNC:2417
SNF2-BETA	HGNC:11100
KAP6.2	HGNC:18932
DSPA2c	HGNC:5413
LINC00152	HGNC:28717
MIRN135-1	HGNC:31520
FAM11B	HGNC:18896
VIPAR	HGNC:20347
HNF1beta	HGNC:11630
FBX29	HGNC:13597
Linc-Myo1g	HGNC:27797
hsa-mir-3118-4	HGNC:38287
TRNAV4	HGNC:34541
HA1756	HGNC:11554
HSPC166	HGNC:25014
locus5689	HGNC:48840
FLJ23033	HGNC:26242
PP2CB	HGNC:9276
Fc-gamma-RIIa	HGNC:3616
CRAM-A	HGNC:1612
FLJ25732	HGNC:19173
APXLP	HGNC:631
Kv6.4	HGNC:19697
Ubp-M	HGNC:12614
PMS2L10	HGNC:9124
HSD-PLA2	HGNC:8579
NFT2	HGNC:4071
C20orf191	HGNC:16724
TCONS_l2_00002973	HGNC:48948
hsa-mir-4263	HGNC:38365
PHLL1	HGNC:2384
BTBD20	HGNC:1568
SP-40	HGNC:2095
SLC23A1	HGNC:10973
FKSG28	HGNC:25460
PPP1R109	HGNC:7672
tRNA-Gln-CTG-13-1	HGNC:35115
SPG5C	HGNC:11237
FFM	HGNC:34
Lcb	HGNC:2091
KIAA0574	HGNC:29075
OR4F14	HGNC:15077
envF(c)2	HGNC:38137
TTY6	HGNC:16483
hsa-mir-4257	HGNC:38312
TIF1A	HGNC:11812
SUV3	HGNC:11471
lnc	HGNC:32567
BDB1	HGNC:10257
UNQ431	HGNC:24591
U3.2	HGNC:52239
tRNA-Val-CAC-3-1	HGNC:34985
PRR31	HGNC:18147
MIRN219-1	HGNC:31597
IHG-1	HGNC:26053
UBE2G	HGNC:12482
IFI1	HGNC:29597
FLJ12595	HGNC:25733
OFDYP8	HGNC:23880
DKFZp781E17107	HGNC:1173
DFNB70	HGNC:23166
SSB-4	HGNC:30630
NALP13	HGNC:22937
TRAPPC2P4B	HGNC:37733
YL1	HGNC:11644
FLJ22161	HGNC:23642
ckshs1	HGNC:19083
VIP-21	HGNC:1529
TCFL1	HGNC:11644
SYLD	HGNC:14460
SB52	HGNC:21526
H2A/S	HGNC:13671
GDIA2	HGNC:679
NC28	HGNC:10634
SP-2	HGNC:14682
CYP2C8-de6b	HGNC:42410
PIP5K2C	HGNC:23786
SepR	HGNC:14133
FLJ12650	HGNC:25743
MANSC2	HGNC:11246
TIS11D	HGNC:1108
B7RP1	HGNC:17087
DEFB-1	HGNC:2766
PFK-C	HGNC:8878
CBFA2T1	HGNC:1535
IBP3	HGNC:5472
TCONS_00015562	HGNC:48823
LINC00178	HGNC:37126
cP7	HGNC:9338
RN5S5	HGNC:34366
PRO0992	HGNC:20609
KRMP1	HGNC:7212
Corcs	HGNC:14326
FLJ20308	HGNC:25996
FLJ10290	HGNC:25503
DFNB2	HGNC:7606
RN5S443	HGNC:43343
EAPI	HGNC:214
MGC14553	HGNC:23619
OR52J4P	HGNC:14797
RPB1	HGNC:9187
GSAS	HGNC:9722
Arg3.1	HGNC:648
bcm182	HGNC:31387
SHIPPO1	HGNC:19905
DGCR10	HGNC:16757
CXXC10	HGNC:15840
TCRAV22S1	HGNC:12119
NM23-H1	HGNC:7849
RPMS12	HGNC:10380
SCA1	HGNC:10548
HSNH0569I24	HGNC:15507
FEOM3	HGNC:20772
MORF4LP2	HGNC:20401
MIRN1208	HGNC:35274
P27	HGNC:5397
EIF2Bepsilon	HGNC:3261
USH3	HGNC:12605
FLJ10669	HGNC:15715
TD1	HGNC:37183
RNASE9	HGNC:19275
tRNA-Pro-AGG-2-6	HGNC:12331
SFTPP1	HGNC:10800
MAP2K1IP1	HGNC:15606
cl-6	HGNC:6331
U6-2	HGNC:34270
GEFH1	HGNC:682
hsa-mir-4475	HGNC:41697
FLJ21087	HGNC:20870
INT7	HGNC:24484
KIAA0772	HGNC:15761
AST1	HGNC:4432
PKD2L	HGNC:9011
ATP5S	HGNC:18799
GHF-1	HGNC:9210
FUSIP1	HGNC:16713
URG7	HGNC:57
SHOXY	HGNC:10853
KIAA0957	HGNC:17280
hsa-mir-196-2	HGNC:31568
AATYK1	HGNC:21
TCRBV5S6A3N2T	HGNC:12221
FLJ25968	HGNC:31108
HIP4	HGNC:1550
X1k	HGNC:12811
FAP172	HGNC:26090
FLJ25476	HGNC:18079
CGI-109	HGNC:24253
C16orf93	HGNC:28078
hsa-mir-3198-1	HGNC:38236
SELH	HGNC:18251
mgU2-19/30	HGNC:32566
AC008750.1	HGNC:40718
CD92	HGNC:18798
NUDT9L1	HGNC:12339
IFN-alphaC	HGNC:5418
MOZART2B	HGNC:25886
KLRA1	HGNC:6372
AGM1	HGNC:8907
HCAT2	HGNC:11060
HNRPD	HGNC:5036
IMD1	HGNC:1133
HSCRISP1G	HGNC:304
OR11-7b	HGNC:8366
RP11-1C1.7	HGNC:51202
IGFBP-7	HGNC:5476
TPCR120	HGNC:8485
hsa-mir-1233	HGNC:33929
CG030	HGNC:25038
3OST3A1	HGNC:5196
KIAA0808	HGNC:18988
H36-1	HGNC:4888
OCNC2	HGNC:2152
GJA11	HGNC:19147
KCa2.3	HGNC:6292
RBX2	HGNC:10070
MGC111763	HGNC:10004
BAL	HGNC:24118
GCMB	HGNC:4198
MGC4368	HGNC:28672
EPG	HGNC:17470
SelY	HGNC:2884
CD350	HGNC:4039
Fbl8	HGNC:17875
NF45	HGNC:6037
RNUT1	HGNC:14245
HOX1G	HGNC:5109
DYRK1AP3	HGNC:16865
MGC17973	HGNC:14055
OR10D6P	HGNC:14770
KIAA0260	HGNC:20800
hsa-mir-941-2	HGNC:33685
EST155051	HGNC:36
Cos12	HGNC:13143
OFD1P13	HGNC:23885
KIAA1692	HGNC:25735
RAB30-AS1	HGNC:48672
ADPS	HGNC:327
TTC4P	HGNC:12395
KEN	HGNC:16068
KIAA1068	HGNC:22208
MGC33424	HGNC:28496
TCONS_00024399	HGNC:51384
K9	HGNC:6447
KIAA0791	HGNC:8063
KIAA1446	HGNC:24163
RI58	HGNC:13328
MIP-2a	HGNC:4603
NEM6	HGNC:37227
FZD3	HGNC:4047
MGC34554	HGNC:10621
hB1F-2	HGNC:7984
TRAR3	HGNC:20977
U15B	HGNC:16649
dJ54G6.1	HGNC:31123
OST128	HGNC:8400
LOC283177	HGNC:27449
FLJ38482	HGNC:26775
D6S216E	HGNC:9545
KMT2H	HGNC:19088
CCDC49	HGNC:25989
WASPIP	HGNC:12736
MEKK1	HGNC:6848
RN5S506	HGNC:43406
XP32	HGNC:29468
MGC26605	HGNC:22985
Apc11p	HGNC:14452
DLG3	HGNC:7221
HMG1	HGNC:4983
RN5S374	HGNC:43274
OST-PTP	HGNC:13421
RIPx	HGNC:30285
TRNAL10	HGNC:34626
RN5S236	HGNC:43136
DAK	HGNC:24552
AP000469.2	HGNC:52476
DNA43	HGNC:18043
FLJ10201	HGNC:25489
U38B	HGNC:30356
KCIP-1	HGNC:12855
PGR8	HGNC:21718
H2B/j	HGNC:4755
PPM3B	HGNC:29149
tRNA-iMet-CAT-1-5	HGNC:34913
RbEST47	HGNC:28435
CXorf2B	HGNC:33357
IRID2	HGNC:9005
MGC19636	HGNC:32221
TP53I12	HGNC:9599
hsa-mir-6887	HGNC:50065
FLJ37871	HGNC:29155
CD240CE	HGNC:10008
FLJ11500	HGNC:19090
KIAA1139	HGNC:18200
NK3R	HGNC:11528
NUPL2	HGNC:17010
NUMBIP	HGNC:26507
CCDC84	HGNC:30460
MHF2	HGNC:11422
CPE-R	HGNC:2046
FLJ21034	HGNC:23476
hsa-mir-548f-5	HGNC:35309
FLJ13087	HGNC:17883
hsa-mir-608	HGNC:32864
hsa-mir-1301	HGNC:35253
FLJ32631	HGNC:15669
V1S8	HGNC:12294
Nup98-96	HGNC:8068
hsa-mir-3926-2	HGNC:38883
SIASD	HGNC:10933
U7.17	HGNC:34113
PNUTL1	HGNC:9164
MRP8	HGNC:10498
ARMD4	HGNC:4883
KIAA0970	HGNC:20296
Med24	HGNC:11477
LRRC37B2	HGNC:25390
PDJ	HGNC:8607
FBP	HGNC:16524
TBS	HGNC:10524
AAG3	HGNC:10789
NCRNA00244	HGNC:13245
Unc13h2	HGNC:12566
MATR1	HGNC:10955
bA494B22.1	HGNC:16334
MARLIN1	HGNC:26460
FUC-TV	HGNC:4016
PAPP-A2	HGNC:14615
SLY1	HGNC:20726
MIRN19B2	HGNC:31576
FAM148B	HGNC:33628
HIP13	HGNC:18416
PIG27	HGNC:2955
PMS2L11	HGNC:9125
CK6C	HGNC:6443
tospeak	HGNC:50444
RN5S203	HGNC:43103
hCHT	HGNC:14025
B7-H2	HGNC:17087
TCL1C	HGNC:7423
tRNA-Glu-CTC-7-1	HGNC:35065
MGC35118	HGNC:28558
CLONE243	HGNC:7880
MIRN557	HGNC:32813
LINC00843	HGNC:45009
FLJ46740	HGNC:29828
KIAA1119	HGNC:7603
K6irs	HGNC:28932
FLJ34941	HGNC:32020
EIF-1	HGNC:3249
RN5S201	HGNC:43101
CT-8	HGNC:24971
MSL3L2	HGNC:17837
FLJ22597	HGNC:1321
MARCH1	HGNC:26077
p107	HGNC:9893
NBIA2	HGNC:9039
RFLAT-1	HGNC:13672
ALDRLn	HGNC:382
EEC3	HGNC:15979
TCRBV23S1A2T	HGNC:12188
MGC133289	HGNC:11827
FLJ23256	HGNC:24477
HIST1H2BA	HGNC:18730
GTDC2	HGNC:25902
hSLE1	HGNC:8760
ZSIG9	HGNC:13529
FTHFD	HGNC:3978
bA707M13.1	HGNC:23325
CACRC	HGNC:20819
PAC-1	HGNC:3068
FLJ30047	HGNC:6352
J6B7	HGNC:18481
ZID	HGNC:16764
Rpn11	HGNC:16889
CD349	HGNC:4047
Coco	HGNC:26780
TXDI1	HGNC:2883
NOT2H	HGNC:7878
SH3BP4L	HGNC:30215
EMR3	HGNC:23647
H4FK	HGNC:4791
DLP12	HGNC:2943
PRO0082	HGNC:24292
CCDC52	HGNC:25083
LINC02085	HGNC:27190
ZNF902	HGNC:14955
LOC643338	HGNC:34489
A43	HGNC:18027
CXorf40	HGNC:28089
ILF3-AS1	HGNC:27115
FLJ11036	HGNC:25620
NCRNA00195	HGNC:16671
C1orf38	HGNC:16839
MTHFC	HGNC:7432
OVC10-2	HGNC:13010
hsa-mir-3149	HGNC:38251
ROPP120	HGNC:1316
PDIA15	HGNC:21073
Kre33	HGNC:29830
DKFZp434O192	HGNC:29919
TILRR	HGNC:23399
C9orf41-AS1	HGNC:51188
ACRP	HGNC:11216
TF	HGNC:3541
GADS	HGNC:4563
SIMP	HGNC:30611
HB9	HGNC:4979
PLDN	HGNC:8549
C1orf195	HGNC:32332
MRP63P7	HGNC:29690
TRIM49L	HGNC:37217
HDHD2B	HGNC:30042
HUPF1	HGNC:9962
RICH-2	HGNC:29096
Freud-1	HGNC:30237
NERF-1B	HGNC:3317
B55beta	HGNC:9305
RN7SL527P	HGNC:46264
RAC	HGNC:391
DMDRMR	HGNC:48640
C7orf44	HGNC:21868
MIRN1911	HGNC:35395
bA504H3.3	HGNC:15804
URP2	HGNC:23151
B3GNT10	HGNC:53652
ASS	HGNC:758
C18orf56	HGNC:29553
LINC01184	HGNC:49565
MGC45819	HGNC:23698
MDG1	HGNC:6968
MIRN1303	HGNC:35301
PN4	HGNC:10596
MGC27131	HGNC:10530
OR5-84	HGNC:8312
DKFZp566C243	HGNC:21023
TMEM211	HGNC:33725
hIscA1	HGNC:28660
hsa-mir-1324	HGNC:35377
C6orf160	HGNC:21026
TDPX1	HGNC:9353
tRNA-Arg-CCT-5-1	HGNC:34833
IL-4	HGNC:6014
C1orf58	HGNC:26512
Kv6.2	HGNC:6249
MIRN513-1	HGNC:32141
KBP-1	HGNC:13561
RNU45B	HGNC:10185
MIN2	HGNC:1689
MGC49942	HGNC:28737
GP3A	HGNC:6156
MIR511-1	HGNC:32077
TAF4B	HGNC:35152
U62B	HGNC:23031
PMS7	HGNC:9130
CFEOM3	HGNC:20772
TDRD14B	HGNC:29136
CLP11	HGNC:10487
dJ39B17.2	HGNC:21475
DCUN1D2-AS2	HGNC:39889
hsa-mir-516-4	HGNC:32122
EPM	HGNC:3403
OR4H5	HGNC:8312
cavin-3	HGNC:9400
DING	HGNC:10061
Gsp1	HGNC:9846
FLJ13219	HGNC:18239
KIAA0108	HGNC:6924
FLJ20502	HGNC:26036
UGB	HGNC:12523
MGC74642	HGNC:30025
tRNA-Ala-AGC-20-1	HGNC:34678
LINC01373	HGNC:50627
XIST-AS1	HGNC:12377
Mnrp41	HGNC:9828
DIK	HGNC:496
FLJ39106	HGNC:26808
MGEA6	HGNC:18432
ACTL3	HGNC:145
hsa-mir-6501	HGNC:50033
MAS1LP	HGNC:33448
WISP1-OT1	HGNC:12769
E1c	HGNC:10116
l(1)-3Rk	HGNC:29643
SIGLEC-5	HGNC:10874
MRX92	HGNC:17625
TIMM14	HGNC:30528
CD362	HGNC:10659
FLJ14491	HGNC:13941
FLJ35696	HGNC:32403
MAPKKKK3	HGNC:6865
HPM1	HGNC:28793
AC074117.10	HGNC:55699
MGC111222	HGNC:9258
FLJ00346	HGNC:19191
MGC126800	HGNC:27257
TA-KRP	HGNC:30691
Z30	HGNC:32704
MHS	HGNC:10483
FLJ30294	HGNC:26391
ABIN-2	HGNC:19118
MGC34705	HGNC:18640
STAT	HGNC:11177
CYP2D7P2	HGNC:2625
FLJ10628	HGNC:18011
SMARCG4	HGNC:18250
SCGB1B3	HGNC:20943
IGHD126	HGNC:5485
LPAAT3	HGNC:326
TRNAG21	HGNC:34793
ELTD1	HGNC:20822
KIAA1381	HGNC:6545
HERP	HGNC:13744
IGHD322	HGNC:5497
BRS2	HGNC:4609
MGC26458	HGNC:10004
FAM191A	HGNC:34404
H3F3B	HGNC:4765
MIRN518A2	HGNC:32123
BM-102	HGNC:30380
VCX-A	HGNC:18159
H1FOO	HGNC:18463
PMX2	HGNC:21338
HOXA1-AS1	HGNC:37117
KIAA1215	HGNC:15511
C17orf38	HGNC:27101
bHLHa27	HGNC:4807
BM600-150kDa	HGNC:6483
QCR9	HGNC:30863
TRNAQ49P	HGNC:35098
CRAT8	HGNC:53373
Rar-2	HGNC:18283
RPIP8	HGNC:16984
FLJ16806	HGNC:5980
ARHGEF23	HGNC:12303
hsa-mir-6830	HGNC:49966
BRICD1B	HGNC:24588
DPPII	HGNC:14892
FRODO	HGNC:17748
MIRN564	HGNC:32820
LRIG4	HGNC:25042
MEMD	HGNC:400
MSTP003	HGNC:14027
NCK1-AS1	HGNC:49645
CSS1	HGNC:17198
MIRN1302-3	HGNC:35295
RNF82	HGNC:11812
JUNO	HGNC:32565
dJ1167H4.1	HGNC:16102
C4orf9	HGNC:16821
WHAMML2	HGNC:32360
CP64	HGNC:6528
RETL1	HGNC:4243
NGAL	HGNC:6526
VGR	HGNC:1073
COX6A	HGNC:2277
hRrp42p	HGNC:28112
VATF	HGNC:16832
Arcp	HGNC:17684
CD98HC	HGNC:11026
Uba80	HGNC:10417
ICAT	HGNC:16913
FLJ90508	HGNC:25122
LEP8	HGNC:16613
SURB7	HGNC:11473
K6IRS1	HGNC:28927
alpha2delta-2	HGNC:1400
cFLIP	HGNC:1876
Prp4p	HGNC:17349
C14orf2	HGNC:1188
OTF7	HGNC:9215
MGC14575	HGNC:9530
HSA9761	HGNC:30217
HMGB1L12	HGNC:13317
RN5S365	HGNC:43265
FLJ38863	HGNC:7037
KIAA1511	HGNC:29299
GLVR2	HGNC:10947
U71c	HGNC:32656
nGAP	HGNC:9874
PTPNS1	HGNC:9662
DKFZp547H236	HGNC:29537
ZNF56	HGNC:13124
FACL2	HGNC:3569
U4/8	HGNC:10199
FLJ22994	HGNC:27257
CT126	HGNC:23423
CRIP1a	HGNC:24546
BRAF35	HGNC:5002
Fbw12	HGNC:20729
dJ967N21.6	HGNC:16148
BC017397	HGNC:25200
HERV-H4p15.2	HGNC:39053
IGHV4304	HGNC:5648
FBXO37	HGNC:28155
MGC72075	HGNC:27977
C6orf192	HGNC:21573
FLJ20627	HGNC:21176
PMP28	HGNC:8852
C6orf2	HGNC:1343
C15orf57	HGNC:28295
KMT6B	HGNC:3526
MCH	HGNC:9109
COD4	HGNC:8787
hsa-mir-4711	HGNC:41847
